SchulNr;Regschl;ABez1;ABez2;ABez3;PLZ;Ort;Strasse;TelVorw;Telefon;FaxVorw;Fax;ModemVorw;Modem;SF;OeffPri;KurzBez;SchBetrSchl;SchBetrSchlDatum;ArtderTraegerschaft;SchultraegerNr;Schulgliederung;Schulart;Ganztagsbetrieb;FSP;Verbund;Bus;Fachberater;FachberHauptamtl;TelNrDBSalt;RP;Email;URL;CD;Stift;OGTS;SELB;Internat;InternatPlaetze;SMail;SportImAbi;Tal;KonKop;KoRe;KoHo
"114960";"374020";"Gem. Grundschule Lindlar-Ost";"";"";"51789";"Lindlar";"Altenrather Feld 2";"02266";"7866";"02266";"2642";null;null;"02";"1";"Lindlar, GG Ost";1;"19730801";"06";"13067";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114960@schule.nrw.de";"http://www.ggs-liost.de";1;0;"1";"0";"0";0;null;"0";"0";"0";387237;5653142
"114972";"374020";"Gem. Grundschule Kapellensüng";"";"";"51789";"Lindlar";"Schulweg 2a";"02266";"6293";"02266";"3955";null;null;"02";"1";"Lindlar, GG Kapellensüng";1;"19730801";"06";"13067";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114972@schule.nrw.de";"http://www.ggs-kapellensueng.de";1;0;"1";"0";"0";0;null;"0";"0";"0";386360;5656446
"114984";"374020";"Gem. Grundschule Frielingsdorf";"";"";"51789";"Lindlar";"Jan-Wellem-Str. 10";"02266";"8593";"";"";null;null;"02";"1";"Lindlar, GG Frielingsdorf";1;"19730801";"06";"13067";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"114984@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";389633;5655991
"114996";"378020";"Kath. Grundschule Odenthal";"";"";"51519";"Odenthal";"Bergisch Gladbacher Str. 12";"02202";"977980";"02202";"9779898";null;null;"02";"1";"Odenthal, KG (Verb.) Odenthal";1;"19730801";"06";"13079";"";"RKB";"0";" ";"2";"0";null;null;null;" ";"114996@schule.nrw.de";"http://www.grundschulverbund-odenthal-neschen.de";1;0;"1";"0";"0";0;null;"0";"0";"0";367787;5654757
"115010";"378020";"Grundschule Burg Berge";"Kath. Grundschule Blecher";"";"51519";"Odenthal";"Bergstr. 203";"02174";"74670";"02174";"746720";null;null;"02";"1";"Odenthal, KG Burg Berge";1;"19730801";"06";"13079";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115010@schule.nrw.de";"http://www.o-kgs-blecher.jimdo.com";1;0;"1";"0";"0";0;null;"0";"0";"0";368301;5657959
"115022";"378020";"Kath. Grundschule Voiswinkel";"";"";"51519";"Odenthal";"St.-Engelbert-Str. 44";"02202";"977990";"02202";"9779988";null;null;"02";"1";"Odenthal, KG Voiswinkel";1;"19730801";"06";"13079";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115022@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";368022;5653138
"115034";"378004";"Concordia-Schule";"Gem. Grundschule Schildgen";"";"51467";"Bergisch Gladbach";"Concordiaweg 20";"02202";"8888";"02202";"253074";null;null;"02";"1";"Bergisch Gladbach, GG Concordia";1;"19730801";"06";"13020";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115034@schule.nrw.de";"http://www.concordiaschule-schildgen.de";1;0;"1";"0";"0";0;null;"0";"0";"0";365572;5653546
"115046";"378020";"Kath. Grundschule Eikamp";"";"";"51519";"Odenthal";"Schallemicher Str. 13";"02207";"96650";"";"";null;null;"02";"1";"Odenthal, KG Eikamp";1;"19730801";"06";"13079";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115046@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";372603;5653706
"115058";"378024";"Offene Ganztagsgrundschule Heiligenhaus";"Städt. Gemeinschaftsgrundschule";"";"51491";"Overath";"Grüner Weg 16-20";"02206";"2675";"02206";"909470";null;null;"02";"1";"Overath, GG Heiligenhaus";1;"19730801";"06";"13080";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115058@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";377251;5644696
"115060";"378024";"Gem. Grundschule Overath";"";"";"51491";"Overath";"Burgholzweg 20";"02206";"910607";"02206";"910608";null;null;"02";"1";"Overath, GG Burgholzweg";1;"19730801";"06";"13080";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115060@schule.nrw.de";"http://www.ggs-overath.de";1;0;"1";"0";"0";0;null;"0";"0";"0";379008;5643862
"115071";"378024";"Offene Ganztagsgrundschule Marialinden";"Städt. Gemeinschaftsgrundschule";"";"51491";"Overath";"Pilgerstr. 48";"02206";"7872";"02206";"903782";null;null;"02";"1";"Overath, GG Marialinden";1;"19730801";"06";"13080";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115071@schule.nrw.de";"http://oggs-marialinden.de";1;0;"1";"0";"0";0;null;"0";"0";"0";382318;5643689
"115083";"378024";"Gem. Grundschule Sülztal";"";"";"51491";"Overath";"Römerstr. 7-9";"02204";"73675";"02204";"769694";null;null;"02";"1";"Overath, GG Sülztal";1;"19730801";"06";"13080";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115083@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";375440;5644738
"115095";"378028";"Gem. Grundschule Forsbach";"";"";"51503";"Rösrath";"Kirchweg 10";"02205";"2034";"02205";"910704";null;null;"02";"1";"Rösrath, GG Forsbach";1;"19730801";"06";"13092";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115095@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";371922;5642847
"115101";"378028";"Kath. Grundschule Rösrath";"- Primarstufe -";"";"51503";"Rösrath";"Sandweg 18";"02205";"2460";"02205";"910513";null;null;"02";"1";"Rösrath, KG Sandweg";1;"19730801";"06";"13092";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115101@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";371838;5639511
"115113";"378028";"Gem. Grundschule Rösrath";"";"";"51503";"Rösrath";"Sandweg 13";"02205";"2612";"02205";"910512";null;null;"02";"1";"Rösrath, GG Sandweg";1;"19730801";"06";"13092";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115113@schule.nrw.de";"http://www.ggs-roesrath.de";1;0;"1";"0";"0";0;null;"0";"0";"0";371861;5639563
"115125";"378028";"Gem. Grundschule Hoffnungsthal";"";"";"51503";"Rösrath";"Hauptstr. 262";"02205";"3848";"02205";"910515";null;null;"02";"1";"Rösrath, GG Hoffnungsthal";1;"19730801";"06";"13092";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115125@schule.nrw.de";"http://www.ggs-hoffnungsthal.de";1;0;"1";"0";"0";0;null;"0";"0";"0";373385;5641931
"115149";"374008";"Gem. Grundschule Engelskirchen";"";"";"51766";"Engelskirchen";"Bergische Str. 56";"02263";"1447";"";"";null;null;"02";"1";"Engelskirchen, GG Bergische Str.";1;"19730801";"06";"13109";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115149@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";387850;5649889
"115150";"374008";"Kath. Grundschule Loope";"";"";"51766";"Engelskirchen";"Schulweg 35";"02263";"3177";"02263";"801034";null;null;"02";"1";"Engelskirchen, KG Loope";1;"19730801";"06";"13109";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115150@schule.nrw.de";"http://www.kgs-loope.de";1;0;"1";"0";"0";0;null;"0";"0";"0";385363;5648017
"115162";"374020";"Gem. Grundschule Schmitzhöhe";"";"";"51789";"Lindlar";"Lindlarer Str. 69";"02207";"6393";"02207";"4695";null;null;"02";"1";"Lindlar, GG Schmitzhöhe";1;"19730801";"06";"13067";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115162@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";379376;5650086
"115174";"378012";"Kath. Grundschule Bechen";"";"";"51515";"Kürten";"St.-Antonius-Weg 5";"02207";"7570";"02207";"700010";null;null;"02";"1";"Kürten, KG Bechen";1;"19730801";"06";"13134";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115174@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";374643;5655932
"115186";"378012";"Gem. Grundschule Biesfeld";"";"";"51515";"Kürten";"Neuensaaler Str. 4";"02207";"910577";"02207";"910579";null;null;"02";"1";"Kürten, GG Biesfeld";1;"19730801";"06";"13134";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115186@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";376905;5653543
"115198";"378012";"Gemeinschaftsgrundschule";"Kürten-Olpe";"";"51515";"Kürten";"Wipperfürther Str. 358";"02268";"6126";"02268";"2079";null;null;"02";"1";"Kürten, GG (Verb.) Kürten-Olpe";1;"19730801";"06";"13134";"";"GMS";"0";" ";"2";"0";null;null;null;" ";"115198@schule.nrw.de";"http://www.grundschule-kuerten.berg.net";1;0;"1";"0";"0";0;null;"0";"0";"0";378344;5656535
"115228";"382004";"Gem. Grundschule Witterschlick";"";"";"53347";"Alfter";"Quirinusstr. 10";"0228";"640659";"0228";"7483262";null;null;"02";"1";"Alfter, GG Witterschlick";1;"19730801";"06";"13160";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115228@schule.nrw.de";"http://www.ggs-witterschlick.info";1;0;"1";"0";"0";0;null;"0";"0";"0";360477;5617450
"115230";"382004";"Gem. Grundschule Oedekoven";"";"";"53347";"Alfter";"Jungfernpfad 5";"0228";"96499529";"0228";"96499975";null;null;"02";"1";"Alfter, GG Oedekoven";1;"19730801";"06";"13160";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115230@schule.nrw.de";"http://www.ggs-oedekoven.de";1;0;"1";"0";"0";0;null;"0";"0";"0";360491;5620383
"115241";"382004";"Anna - Schule";"Kath. Grundschule Alfter";"";"53347";"Alfter";"Am Herrenwingert ";"02222";"3036";"02222";"938028";null;null;"02";"1";"Alfter, KG Anna - Schule";1;"19730801";"06";"13160";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115241@schule.nrw.de";"http://www.anna-schule-alfter.de/";1;0;"1";"0";"0";0;null;"0";"0";"0";359619;5622682
"115253";"382056";"Kath. Grundschule Meindorf";"";"";"53757";"Sankt Augustin";"Rubensstr. 2a";"02241";"311527";"02241";"310084";null;null;"02";"1";"Sankt Augustin, KG Meindorf";1;"19730801";"06";"13171";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115253@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";368912;5626837
"115277";"382056";"Max & Moritz Schule";"Gem. Grundschule d. Stadt Sankt Augustin";"in Menden - Primarstufe -";"53757";"Sankt Augustin";"Siegstr. 125";"02241";"311860";"02241";"311802";null;null;"02";"1";"Sankt Augustin, GG Max & Moritz Schule";1;"19730801";"06";"13171";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115277@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";370574;5627537
"115290";"382056";"Kath. Grundschule Sankt Martin";"der Stadt Sankt Augustin in Mülldorf";"- Primarstufe -";"53757";"Sankt Augustin";"Gartenstr. 26-30";"02241";"203555";"02241";"206136";null;null;"02";"1";"Sankt Augustin, KG Sankt Martin";1;"19730801";"06";"13171";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115290@schule.nrw.de";"http://www.kgs-sanktmartin.de";1;0;"1";"0";"0";0;null;"0";"0";"0";372805;5626821
"115307";"382056";"Kath. Grundschule Buisdorf";"";"";"53757";"Sankt Augustin";"Michaelsbergstr. 27";"02241";"65694";"02241";"65650";null;null;"02";"1";"Sankt Augustin, KG Buisdorf";1;"19730801";"06";"13171";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115307@schule.nrw.de";"http://www.buisdorf.info";1;0;"1";"0";"0";0;null;"0";"0";"0";375018;5627406
"115319";"382056";"Hans-Christian-Andersen-Schule";"Städt. Gemeinschaftsgrundschule";"in Sankt Augustin-Ort";"53757";"Sankt Augustin";"Pauluskirchstr. 1a";"02241";"202929";"02241";"206135";null;null;"02";"1";"Sankt Augustin, GG Hans-Christ.-Andersen";1;"19730801";"06";"13171";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115319@schule.nrw.de";"http://www.andersen-schule-augustin.de";1;0;"1";"0";"0";0;null;"0";"0";"0";372158;5625740
"115320";"382056";"Ev. Grundschule Hangelar";"";"";"53757";"Sankt Augustin";"Udetstr. 28";"02241";"204040";"02241";"206134";null;null;"02";"1";"Sankt Augustin, EG Hangelar";1;"19730801";"06";"13171";"";"EVB";"0";" ";"0";"0";null;null;null;" ";"115320@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";370537;5624911
"115332";"382056";"Kath. Grundschule Hangelar";"";"";"53757";"Sankt Augustin";"Udetstr. 28";"02241";"29761";"02241";"203896";null;null;"02";"1";"Sankt Augustin, KG Hangelar";1;"19730801";"06";"13171";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115332@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";370537;5624911
"115344";"382012";"Nikolaus-Schule";"Gem. Grundschule Waldorf";"der Stadt Bornheim";"53332";"Bornheim";"Sandstr. 100";"02227";"2631";"02227";"82375";null;null;"02";"1";"Bornheim, GG Nikolaus-Schule";1;"19730801";"06";"13183";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115344@schule.nrw.de";"http://www.nikolausgrundschule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";354916;5625103
"115356";"382012";"Herseler-Werth-Schule";"Gem. Grundschule Hersel";"";"53332";"Bornheim";"Rheinstr. 166";"02222";"81432";"02222";"81641";null;null;"02";"1";"Bornheim, GG Herseler-Werth";1;"19730801";"06";"13183";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115356@schule.nrw.de";"http://www.grundschule-hersel.de";1;0;"1";"0";"0";0;null;"0";"0";"0";362257;5626286
"115368";"382012";"Markus-Schule";"Gem. Grundschule Rösberg";"";"53332";"Bornheim";"Weberstr. 19";"02227";"3482";"02227";"900961";null;null;"02";"1";"Bornheim, GG Markus";1;"19730801";"06";"13183";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115368@schule.nrw.de";"http://www.markus-schule-roesberg.de";1;0;"1";"0";"0";0;null;"0";"0";"0";353095;5625906
"115381";"382012";"Wendelinus-Schule";"Gem. Grundschule Sechtem";"";"53332";"Bornheim";"Tränkerhofstr. 12";"02227";"4425";"02227";"82536";null;null;"02";"1";"Bornheim, GG Wendelinus-Schule";1;"19730801";"06";"13183";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115381@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";355526;5628520
"115393";"382012";"Kath. Grundschule Walberberg";"";"";"53332";"Bornheim";"Walburgisstr. 11-13";"02227";"3230";"02227";"908663";null;null;"02";"1";"Bornheim, KG Walberberg";1;"19730801";"06";"13183";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115393@schule.nrw.de";"http://www.tvq-walberberg.de";1;0;"1";"0";"0";0;null;"0";"0";"0";352787;5628996
"115400";"382012";"Kath. Grundschule Merten";"";"";"53332";"Bornheim";"Beethovenstr. 57";"02227";"91480";"";"";null;null;"02";"1";"Bornheim, KG Merten";1;"19730801";"06";"13183";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115400@schule.nrw.de";"http://martinusschule-merten.de";1;0;"1";"0";"0";0;null;"0";"0";"0";353580;5626889
"115423";"382012";"Johann-Wallraf-Schule";"Kath. Grundschule Bornheim";"";"53332";"Bornheim";"Wallrafstr. 1";"02222";"919820";"02222";"9198220";null;null;"02";"1";"Bornheim, KG Johann-Wallraf";1;"19730801";"06";"13183";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115423@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";358719;5625506
"115435";"382012";"Sebastian-Schule";"Kath. Grundschule Roisdorf";"";"53332";"Bornheim";"Friedrichstr. 3";"02222";"3812";"02222";"648964";null;null;"02";"1";"Bornheim, KG Sebastian-Schule";1;"19730801";"06";"13183";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115435@schule.nrw.de";"http://www.sebastian-grundschule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";359798;5624176
"115484";"382016";"Gem. Grundschule Eitorf";"";"";"53783";"Eitorf";"Brückenstr. 18";"02243";"921210";"02243";"921215";null;null;"02";"1";"Eitorf, GG (Verb.) Eitorf";1;"19730801";"06";"13195";"";"GMS";"0";" ";"2";"0";null;null;null;" ";"115484@schule.nrw.de";"http://www.ggs-eitorf.de";1;0;"1";"0";"0";0;null;"0";"0";"0";390745;5625663
"115496";"382016";"Gem. Grundschule Alzenbach-Mühleip";"";"";"53783";"Eitorf";"Canisiusstr. 61";"02243";"6422";"02243";"843810";null;null;"02";"1";"Eitorf, GG (Verb.) Alzenbach-Mühleip";1;"19730801";"06";"13195";"";"GMS";"0";" ";"2";"0";null;null;null;" ";"115496@schule.nrw.de";"http://www.ggs-alzenbach.de";1;0;"0";"0";"0";0;null;"0";"0";"0";393264;5625089
"115514";"382020";"Gem. Grundschule Am Steimel";"Hennef-Uckerath";"";"53773";"Hennef (Sieg)";"Finkenweg 25";"02248";"3229";"02248";"60028";null;null;"02";"1";"Hennef, GG Am Steimel";1;"19730801";"06";"13201";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115514@schule.nrw.de";"http://www.grundschule-uckerath.de";1;0;"1";"0";"0";0;null;"0";"0";"0";384826;5621807
"115538";"382020";"Gemeinschaftsgrundschule Gartenstraße";"der Stadt Hennef";"- Primarstufe -";"53773";"Hennef (Sieg)";"Gartenstr. 17";"02242";"3414";"02242";"866190";null;null;"02";"1";"Hennef, GG Gartenstr.";1;"19730801";"06";"13201";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115538@schule.nrw.de";"http://www.ggs-gartenstrasse.de";1;0;"1";"0";"0";0;null;"0";"0";"0";378499;5626432
"115540";"382020";"Kastanienschule";"Gem. Grundschule Obergemeinde";"der Stadt Hennef  - Primarstufe -";"53773";"Hennef (Sieg)";"Am Frohnhof 62";"02242";"869363";"02242";"869364";null;null;"02";"1";"Hennef, GG Kastanienschule";1;"19730801";"06";"13201";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115540@schule.nrw.de";"http://kastanienschule-schulen-hennef.de";1;0;"1";"0";"0";0;null;"0";"0";"0";378266;5623178
"115551";"382020";"Grundschule Hanftal";"Gemeinschaftsgrundschule";"der Stadt Hennef ( Sieg ) - Primarstufe-";"53773";"Hennef (Sieg)";"Hanftalstr. 33";"02242";"9339010";"02242";"9339029";null;null;"02";"1";"Hennef, GG Hanftal";1;"19730801";"06";"13201";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115551@schule.nrw.de";"http://www.grundschule-hanftal.de";1;0;"1";"0";"0";0;null;"0";"0";"0";380235;5625288
"115563";"382020";"Regenbogenschule";"Gem. Grundschule";"";"53773";"Hennef (Sieg)";"Am Schmalen Patt 25";"02242";"9336660";"02242";"9336669";null;null;"02";"1";"Hennef, GG Regenbogenschule";1;"19730801";"06";"13201";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115563@schule.nrw.de";"http://www.regenbogenschule-happerschoss.de";1;0;"1";"0";"0";0;null;"0";"0";"0";380778;5629141
"115575";"382020";"Kath. Grundschule";"";"";"53773";"Hennef (Sieg)";"Wehrstr. 84";"02242";"9066500";"02242";"9066549";null;null;"02";"1";"Hennef, KG Wehrstr.";1;"19730801";"06";"13201";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115575@schule.nrw.de";"http://www.kgs-hennef.de";1;0;"1";"0";"0";0;null;"0";"0";"0";377754;5626180
"115587";"382008";"Löwenburgschule";"Städt. Gem. Grundschule";"";"53604";"Bad Honnef";"Rommersdorfer Str. 69";"02224";"960250";"02224";"9602514";null;null;"02";"1";"Bad Honnef, GG (Verb.) Löwenburgschule";1;"19730801";"06";"13213";"";"GMS";"0";" ";"2";"0";null;null;null;" ";"115587@schule.nrw.de";"http://www.loewenburgschule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";374528;5612452
"115605";"382008";"Städt. Gem. Grundschule";"Am Reichenberg";"";"53604";"Bad Honnef";"Bergstr. 18-20";"02224";"960240";"02224";"9602420";null;null;"02";"1";"Bad Honnef, GG Am Reichenberg";1;"19730801";"06";"13213";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115605@schule.nrw.de";"http://www.ggs-amreichenberg.de";1;0;"1";"0";"0";0;null;"0";"0";"0";374885;5611944
"115617";"382008";"St. Martinus-Schule";"Städt. Kath. Grundschule";"";"53604";"Bad Honnef";"Menzenberger Str. 110";"02224";"960230";"02224";"9602315";null;null;"02";"1";"Bad Honnef, KG St. Martinus";1;"19730801";"06";"13213";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115617@schule.nrw.de";"http://www.sankt-martinus-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";374974;5610963
"115629";"382024";"Grundschule Sonnenhügel";"Katholische Grundschule Oberpleis";"der Stadt Königswinter";"53639";"Königswinter";"Humboldtstr. 3";"02244";"8778512";"02244";"8778519";null;null;"02";"1";"Königswinter, KG Sonnenhügel";1;"19730801";"06";"13225";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115629@schule.nrw.de";"http://www.gs-sonnenhuegel.de";1;0;"1";"0";"0";0;null;"0";"0";"0";378544;5618181
"115630";"382024";"Gem. Grundschule Oberdollendorf";"";"";"53639";"Königswinter";"Auf dem Schnitzenbusch 7-13";"02223";"24741";"02223";"26175";null;null;"02";"1";"Königswinter, GG Oberdollendorf";1;"19730801";"06";"13225";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115630@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";372323;5617699
"115642";"382024";"Stenzelbergschule";"Gem. Grundschule";"";"53639";"Königswinter";"Oelbergstr. 10a";"02244";"912860";"02244";"912869";null;null;"02";"1";"Königswinter, GG Stenzelberg";1;"19730801";"06";"13225";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115642@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";375139;5617408
"115654";"382024";"Gem. Grundschule Stieldorf";"";"";"53639";"Königswinter";"Oelinghovener Str. 6-8";"02244";"876480";"02244";"8764817";null;null;"02";"1";"Königswinter, GG Stieldorf";1;"19730801";"06";"13225";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115654@schule.nrw.de";"http://www.grundschuleamlauterbach.de";1;0;"1";"0";"0";0;null;"0";"0";"0";374309;5621304
"115666";"382024";"Johann-Lemmerz-Schule";"Gem. Grundschule";"";"53639";"Königswinter";"Paul-Lemmerz-Str. 1";"02223";"21092";"02223";"4109";null;null;"02";"1";"Königswinter, GG Johann-Lemmerz-Schule";1;"19730801";"06";"13225";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115666@schule.nrw.de";"http://www.johann-lemmerz-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";371959;5616011
"115678";"382024";"Kath. Grundschule Ittenbach";"";"";"53639";"Königswinter";"Kirchstr. 9";"02223";"26919";"02223";"26195";null;null;"02";"1";"Königswinter, KG Ittenbach";1;"19730801";"06";"13225";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115678@schule.nrw.de";"http://www.kgs-ittenbach.de";1;0;"1";"0";"0";0;null;"0";"0";"0";377669;5615756
"115680";"382028";"Gem. Grundschule Wahlscheid";"";"";"53797";"Lohmar";"Krebsaueler Str. 65";"02206";"90230";"02206";"902311";null;null;"02";"1";"Lohmar, GG Wahlscheid";1;"19730801";"06";"13237";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115680@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";378052;5639620
"115691";"382028";"Waldschule";"Gem. Grundschule Lohmar";"";"53797";"Lohmar";"Hermann-Löns-Str. 37";"02246";"5131";"02246";"16332";null;null;"02";"1";"Lohmar, GG Wald";1;"19730801";"06";"13237";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115691@schule.nrw.de";"http://www.waldschule-lohmar.de";1;0;"1";"0";"0";0;null;"0";"0";"0";374393;5633115
"115708";"382028";"Gem. Grundschule Donrath";"";"";"53797";"Lohmar";"Schulstr. 8";"02246";"4060";"02246";"949750";null;null;"02";"1";"Lohmar, GG Donrath";1;"19730801";"06";"13237";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"115708@schule.nrw.de";"http://www.grundschule-donrath.de";1;0;"1";"0";"0";0;null;"0";"0";"0";375747;5635357
"115710";"382032";"Ev. Grundschule Meckenheim";"";"";"53340";"Meckenheim";"Kölnstr. 1";"02225";"6610";"02225";"704108";null;null;"02";"1";"Meckenheim, EG Kölnstr.";1;"19730801";"06";"13249";"";"EVB";"0";" ";"0";"0";null;null;null;" ";"115710@schule.nrw.de";"http://www.egs-meckenheim.de";1;0;"1";"0";"0";0;null;"0";"0";"0";360224;5609519
"115733";"382032";"Kath. Grundschule Merl";"";"";"53340";"Meckenheim";"Godesberger Str. 51";"02225";"6621";"02225";"5020";null;null;"02";"1";"Meckenheim, KG Merl";1;"19730801";"06";"13249";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"115733@schule.nrw.de";"http://www.kgs.merl.de";1;0;"1";"0";"0";0;null;"0";"0";"0";362486;5610718
